#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-3A96E3E3549C94FF-12E00A479F422B2B
#datatype	hitsConcise Results
#status	0
#Start time	2016-10-14T18:33:56	Run time	0:01:43:05
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1295 - >Tb927.7.1840	specific	279674	11	74	1.12651e-26	98.2145	pfam01363	FYVE	 - 	cl22851
Q#1296 - >Tb927.5.5140	superfamily	304462	18	310	1.23089e-73	232.091	cl21608	Galactosyl_T superfamily	 - 	 - 
Q#1297 - >Tb927.2.5030	specific	193577	189	280	1.94476e-27	104.92	cd09888	NGN_Euk	 - 	cl02766
Q#1297 - >Tb927.2.5030	specific	240507	479	531	7.24015e-14	64.8541	cd06083	KOW_Spt5_3	 - 	cl00354
Q#1297 - >Tb927.2.5030	specific	240505	291	328	9.57716e-12	58.6342	cd06081	KOW_Spt5_1	 - 	cl00354
Q#1297 - >Tb927.2.5030	specific	240508	607	654	2.00542e-06	43.6625	cd06084	KOW_Spt5_4	 - 	cl00354
Q#1297 - >Tb927.2.5030	specific	288770	85	169	2.26121e-06	45.3624	pfam11942	Spt5_N	 - 	cl13391
Q#1298 - >Tb927.10.9780	superfamily	304359	166	445	6.52252e-44	156.491	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1298 - >Tb927.10.9780	specific	238034	586	714	2.4248e-33	123.502	cd00079	HELICc	 - 	cl21455
Q#1298 - >Tb927.10.9780	multi-dom	223587	166	828	1.13986e-71	243.929	COG0513	SrmB	 - 	 - 
Q#1301 - >Tb927.10.4160	specific	290367	337	378	1.0571e-15	69.0445	pfam13639	zf-RING_2	 - 	cl17238
Q#1301 - >Tb927.10.4160	multi-dom	289448	331	378	2.12607e-09	52.4069	pfam12678	zf-rbx1	N	 - 
Q#1302 - >Tb927.10.11380	specific	290167	155	185	0.00405962	33.2775	pfam13431	TPR_17	 - 	cl23636
Q#1302 - >Tb927.10.11380	multi-dom	290150	130	196	1.54155e-05	41.1582	pfam13414	TPR_11	 - 	 - 
Q#1303 - >Tb927.7.4410	multi-dom	165527	35	153	0.00210188	38.9412	PHA03269	PHA03269	C	 - 
Q#1305 - >Tb927.6.190	specific	278633	865	1077	5.3318e-57	193.615	pfam00211	Guanylate_cyc	 - 	cl11967
Q#1305 - >Tb927.6.190	superfamily	299141	85	335	2.60527e-17	83.3999	cl10011	Periplasmic_Binding_Protein_Type_1 superfamily	 - 	 - 
Q#1305 - >Tb927.6.190	multi-dom	214485	850	1048	1.00701e-34	130.455	smart00044	CYCc	 - 	 - 
Q#1306 - >Tb927.6.4800	superfamily	279395	190	289	0.00069438	40.4807	cl20213	Vinculin superfamily	C	 - 
Q#1306 - >Tb927.6.4800	multi-dom	223533	55	255	4.65995e-06	46.7629	COG0457	TPR	N	 - 
Q#1308 - >Tb927.11.16650	superfamily	304389	311	561	0.00561056	38.2307	cl21495	DUF418 superfamily	N	 - 
Q#1309 - >Tb927.11.4970	specific	289068	41	107	3.04396e-12	60.2399	pfam12265	CAF1C_H4-bd	 - 	cl13671
Q#1309 - >Tb927.11.4970	superfamily	295369	231	459	6.63979e-10	58.5004	cl02567	WD40 superfamily	N	 - 
Q#1309 - >Tb927.11.4970	multi-dom	225201	163	437	2.39722e-10	60.8727	COG2319	WD40	C	 - 
Q#1310 - >Tb927.10.15420	specific	285453	63	167	5.88194e-11	57.2842	pfam08241	Methyltransf_11	 - 	cl17173
Q#1310 - >Tb927.10.15420	multi-dom	273953	40	290	3.99815e-26	103.906	TIGR02072	BioC	 - 	 - 
Q#1312 - >Tb927.4.740	superfamily	285895	124	183	1.92535e-06	48.3671	cl24211	Rgp1 superfamily	NC	 - 
Q#1314 - >Tb927.8.4150	superfamily	304416	156	212	0.00237266	35.2875	cl21536	Rhomboid superfamily	C	 - 
Q#1316 - >Tb927.10.15600	superfamily	302890	199	279	3.19376e-11	57.59	cl19519	FKBP_C superfamily	 - 	 - 
Q#1319 - >Tb927.3.2890	specific	197832	101	120	0.000132775	36.9347	smart00698	MORN	 - 	cl23356
Q#1319 - >Tb927.3.2890	specific	197832	219	238	0.000430331	35.7791	smart00698	MORN	 - 	cl23356
Q#1319 - >Tb927.3.2890	multi-dom	226989	98	253	1.76203e-08	51.2776	COG4642	COG4642	 - 	 - 
Q#1320 - >Tb927.4.430	specific	239729	3	197	2.40562e-107	305.649	cd03760	proteasome_beta_type_4	 - 	cl00467
Q#1320 - >Tb927.4.430	multi-dom	223711	4	209	1.88313e-32	116.243	COG0638	PRE1	 - 	 - 
Q#1321 - >Tb927.11.6090	specific	238635	11	325	3.34235e-68	212.819	cd01310	TatD_DNAse	 - 	cl00281
Q#1322 - >Tb927.9.16040	superfamily	187754	290	445	6.82756e-06	45.7812	cl23706	AMN1 superfamily	C	 - 
Q#1322 - >Tb927.9.16040	multi-dom	290566	288	344	0.0019477	35.1959	pfam13855	LRR_8	 - 	 - 
Q#1322 - >Tb927.9.16040	multi-dom	227223	217	320	0.000660378	40.7218	COG4886	LRR	NC	 - 
Q#1324 - >Tb927.9.1140	multi-dom	173412	326	446	0.00141191	40.1243	PTZ00121	PTZ00121	NC	 - 
Q#1325 - >Tb927.11.17000	specific	199889	287	344	6.42771e-11	57.994	cd02859	E_set_AMPKbeta_like_N	C	cl09101
Q#1325 - >Tb927.11.17000	specific	289563	105	142	2.11655e-08	49.5711	pfam12799	LRR_4	 - 	cl19302
Q#1325 - >Tb927.11.17000	specific	289563	126	165	7.06444e-08	48.0303	pfam12799	LRR_4	 - 	cl19302
Q#1325 - >Tb927.11.17000	specific	289563	60	102	4.16698e-07	46.1043	pfam12799	LRR_4	 - 	cl19302
Q#1325 - >Tb927.11.17000	superfamily	294589	881	953	7.41199e-05	42.2438	cl00909	Ribosomal_L24e_L24 superfamily	N	 - 
Q#1325 - >Tb927.11.17000	multi-dom	290566	61	138	1.16931e-08	50.9891	pfam13855	LRR_8	 - 	 - 
Q#1327 - >Tb927.8.420	superfamily	279282	26	392	1.48688e-22	97.8665	cl03014	Trypan_glycop superfamily	 - 	 - 
Q#1334 - >Tb927.4.4850	specific	240313	1	446	0	734.365	PTZ00206	PTZ00206	 - 	cl00456
Q#1334 - >Tb927.4.4850	multi-dom	223884	48	438	1.7789e-21	94.6404	COG0814	SdaC	 - 	 - 
Q#1338 - >Tb927.3.220	superfamily	279282	15	112	0.000202114	41.2421	cl03014	Trypan_glycop superfamily	C	 - 
Q#1338 - >Tb927.3.220	superfamily	279282	144	206	0.0020252	38.1605	cl03014	Trypan_glycop superfamily	N	 - 
Q#1341 - >Tb927.3.4630	specific	283964	33	1328	0	675.473	pfam06427	UDP-g_GGTase	 - 	cl05763
Q#1341 - >Tb927.3.4630	specific	133054	1364	1620	4.55517e-166	500.764	cd06432	GT8_HUGT1_C_like	 - 	cl11394
Q#1342 - >Tb927.9.2350	superfamily	304357	182	369	9.41863e-32	123.851	cl21453	PKc_like superfamily	C	 - 
Q#1344 - >Tb927.5.5670	specific	289949	28	377	3.11704e-58	195.456	pfam13206	VSG_B	 - 	cl20486
Q#1344 - >Tb927.5.5670	specific	287612	422	486	4.06382e-10	55.4938	pfam10659	Trypan_glycop_C	C	cl11264
Q#1345 - >Tb927.10.11680	specific	238507	128	664	4.92249e-151	451.413	cd01036	ClC_euk	 - 	cl02915
Q#1345 - >Tb927.10.11680	specific	239964	695	844	4.35971e-23	93.4708	cd04591	CBS_pair_EriC_assoc_euk_bac	 - 	cl15354
Q#1345 - >Tb927.10.11680	multi-dom	279048	159	657	9.14954e-46	166.562	pfam00654	Voltage_CLC	 - 	 - 
Q#1347 - >Tb927.11.12450.1	specific	278916	390	422	0.000149806	37.7824	pfam00515	TPR_1	 - 	cl22897
Q#1347 - >Tb927.11.12450.1	specific	285020	256	285	0.00172411	34.8097	pfam07719	TPR_2	 - 	cl22897
Q#1347 - >Tb927.11.12450.1	superfamily	304602	140	199	0.00238787	36.2383	cl22855	TNFRSF superfamily	C	 - 
Q#1347 - >Tb927.11.12450.1	multi-dom	290150	426	491	2.1734e-08	49.6326	pfam13414	TPR_11	 - 	 - 
Q#1347 - >Tb927.11.12450.1	multi-dom	290150	390	457	1.45546e-06	44.625	pfam13414	TPR_11	 - 	 - 
Q#1347 - >Tb927.11.12450.1	multi-dom	290150	459	525	1.68615e-06	44.2398	pfam13414	TPR_11	 - 	 - 
Q#1347 - >Tb927.11.12450.1	multi-dom	290160	353	421	0.00705863	34.3125	pfam13424	TPR_12	 - 	 - 
Q#1347 - >Tb927.11.12450.1	multi-dom	290150	256	312	0.000611529	36.921	pfam13414	TPR_11	 - 	 - 
Q#1348 - >Tb927.11.9030	superfamily	294300	70	386	5.62387e-40	143.301	cl00437	Zip superfamily	 - 	 - 
Q#1353 - >Tb927.4.1710	specific	278978	100	191	6.09146e-12	59.0099	pfam00581	Rhodanese	 - 	cl00125
Q#1355 - >Tb927.10.2470	specific	283294	94	419	2.83624e-116	349.138	pfam05602	CLPTM1	 - 	cl12311
Q#1356 - >Tb927.5.310	superfamily	303080	10	254	8.67127e-27	106.742	cl19916	ISG65-75 superfamily	 - 	 - 
Q#1356 - >Tb927.5.310	superfamily	293103	277	338	0.000931842	37.6467	cl24909	Na_Ca_ex_C superfamily	C	 - 
Q#1363 - >Tb927.7.5170	specific	237750	81	163	2.48631e-31	106.865	PRK14548	PRK14548	 - 	cl00326
Q#1363 - >Tb927.7.5170	multi-dom	185507	40	164	1.35525e-59	180.666	PTZ00191	PTZ00191	 - 	 - 
Q#1366 - >Tb927.11.17840	superfamily	302859	9	94	7.62681e-31	112.23	cl19421	RHSP superfamily	NC	 - 
Q#1367 - >Tb927.1.300	superfamily	302859	1	76	3.55524e-10	64.0796	cl19421	RHSP superfamily	C	 - 
Q#1368 - >Tb927.11.2050	specific	240221	6	189	2.23801e-84	250.954	cd05795	Ribosomal_P0_L10e	 - 	cl00376
Q#1368 - >Tb927.11.2050	multi-dom	140267	1	324	0	601.952	PTZ00240	PTZ00240	 - 	 - 
Q#1369 - >Tb927.2.1060	superfamily	302859	1	138	1.76881e-70	224.323	cl19421	RHSP superfamily	C	 - 
Q#1370 - >Tb927.2.5120	specific	277196	128	187	1.01097e-19	77.9275	cd15843	R-SNARE	 - 	cl22856
Q#1370 - >Tb927.2.5120	specific	290490	31	94	1.60979e-11	56.749	pfam13774	Longin	 - 	cl16386
Q#1370 - >Tb927.2.5120	multi-dom	279324	126	214	1.85974e-27	98.7702	pfam00957	Synaptobrevin	 - 	 - 
Q#1372 - >Tb927.10.4260	superfamily	282625	182	406	1.79776e-06	48.7536	cl04754	LMBR1 superfamily	N	 - 
Q#1373 - >Tb927.10.6970	superfamily	304388	627	843	5.50241e-35	131.199	cl21494	Abhydrolase superfamily	 - 	 - 
Q#1373 - >Tb927.10.6970	multi-dom	224423	414	843	6.06823e-41	158.462	COG1506	DAP2	N	 - 
Q#1373 - >Tb927.10.6970	multi-dom	279298	179	513	2.18589e-16	80.0492	pfam00930	DPPIV_N	 - 	 - 
Q#1374 - >Tb927.7.3110	specific	119392	49	488	3.52045e-18	84.6729	cd06174	MFS	 - 	cl21472
Q#1374 - >Tb927.7.3110	multi-dom	284993	61	447	3.75041e-16	78.6118	pfam07690	MFS_1	 - 	 - 
Q#1375 - >Tb927.5.5510	superfamily	279282	21	386	3.32159e-24	102.489	cl03014	Trypan_glycop superfamily	 - 	 - 
Q#1375 - >Tb927.5.5510	specific	287612	420	512	2.39844e-15	70.5166	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#1376 - >Tb927.9.5730	specific	279323	167	364	2.68884e-52	173.108	pfam00956	NAP	 - 	cl08298
Q#1377 - >Tb927.11.12560	multi-dom	273344	543	766	9.52396e-06	48.068	TIGR00927	2A1904	NC	 - 
Q#1378 - >Tb927.8.5530	specific	163700	27	332	8.19849e-100	296.087	cd08069	MPN_RPN11_CSN5	 - 	cl13996
Q#1380 - >Tb927.10.10170	specific	238121	135	441	5.84751e-77	240.315	cd00200	WD40	 - 	cl02567
Q#1380 - >Tb927.10.10170	multi-dom	225201	130	443	4.28508e-40	148.313	COG2319	WD40	N	 - 
Q#1384 - >Tb927.7.1300	specific	239296	156	262	1.13879e-53	171.664	cd02998	PDI_a_ERp38	 - 	cl00388
Q#1384 - >Tb927.7.1300	specific	239296	36	139	5.0397e-51	164.731	cd02998	PDI_a_ERp38	 - 	cl00388
Q#1384 - >Tb927.7.1300	specific	238146	283	374	3.92546e-22	88.1286	cd00238	ERp29c	 - 	cl02782
Q#1387 - >Tb927.11.9080	specific	206669	47	281	4.25454e-131	398.636	cd01882	BMS1	 - 	cl21455
Q#1387 - >Tb927.11.9080	specific	282764	747	1040	1.1942e-104	330.563	pfam04950	RIBIOP_C	 - 	cl20282
Q#1387 - >Tb927.11.9080	multi-dom	227519	7	1201	0	595.566	COG5192	BMS1	 - 	 - 
Q#1390 - >Tb927.8.380	specific	289949	33	359	1.64843e-35	134.21	pfam13206	VSG_B	 - 	cl20486
Q#1390 - >Tb927.8.380	specific	287612	401	495	1.20567e-22	91.3173	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#1391 - >Tb927.2.5750	specific	197222	236	408	2.92758e-62	201.426	cd09123	PLDc_Tdp1_2	 - 	cl15239
Q#1391 - >Tb927.2.5750	specific	197221	25	186	2.77424e-46	157.801	cd09122	PLDc_Tdp1_1	 - 	cl15239
Q#1391 - >Tb927.2.5750	multi-dom	283694	8	472	1.84705e-118	355.37	pfam06087	Tyr-DNA_phospho	 - 	 - 
Q#1393 - >Tb927.9.13200	superfamily	177447	23	141	0.000171826	39.9839	cl22678	PHA02664 superfamily	N	 - 
Q#1394 - >Tb927.10.10380	superfamily	304359	4	193	1.15879e-60	196.937	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1394 - >Tb927.10.10380	specific	238034	255	382	6.6036e-32	118.109	cd00079	HELICc	 - 	cl21455
Q#1394 - >Tb927.10.10380	multi-dom	223587	1	507	3.68364e-96	299.783	COG0513	SrmB	 - 	 - 
Q#1395 - >Tb927.10.2280	multi-dom	224117	73	274	8.17431e-10	60.1132	COG1196	Smc	NC	 - 
Q#1396 - >Tb927.8.4580	multi-dom	290579	121	466	1.58789e-45	160.823	pfam13868	TPH	 - 	 - 
Q#1397 - >Tb927.11.19640	specific	289949	20	370	1.66757e-29	117.261	pfam13206	VSG_B	 - 	cl20486
Q#1397 - >Tb927.11.19640	superfamily	287612	416	479	0.00224699	36.2338	cl11264	Trypan_glycop_C superfamily	C	 - 
Q#1398 - >Tb927.1.320	superfamily	302859	51	91	8.05768e-12	63.3092	cl19421	RHSP superfamily	C	 - 
Q#1399 - >Tb927.10.11800	specific	287215	155	343	3.79808e-54	175.418	pfam10211	Ax_dynein_light	 - 	cl23860
Q#1400 - >Tb927.11.6430	specific	289127	849	904	1.75139e-06	45.3761	pfam12329	TMF_DNA_bd	N	cl13726
Q#1400 - >Tb927.11.6430	superfamily	276343	764	896	0.000146455	42.4453	cl21524	PRK13923 superfamily	 - 	 - 
Q#1400 - >Tb927.11.6430	multi-dom	285204	785	914	1.33568e-06	47.5832	pfam07926	TPR_MLP1_2	 - 	 - 
Q#1402 - >Tb927.8.7800	superfamily	299863	341	526	3.24573e-07	51.6048	cl12013	BAR superfamily	N	 - 
Q#1402 - >Tb927.8.7800	specific	293931	1151	1200	2.91018e-05	43.1883	cd11709	SPRY	N	cl02614
Q#1402 - >Tb927.8.7800	multi-dom	278679	275	529	6.90942e-07	50.3842	pfam00261	Tropomyosin	 - 	 - 
Q#1403 - >Tb927.10.6000	multi-dom	223065	423	560	0.000158722	45.058	PHA03378	PHA03378	NC	 - 
Q#1404 - >Tb927.11.18890	specific	289949	11	280	7.63344e-30	115.335	pfam13206	VSG_B	N	cl20486
Q#1407 - >Tb927.11.16420	specific	280785	31	294	7.79083e-57	180.418	pfam02676	TYW3	 - 	cl00689
Q#1408 - >Tb927.10.6450	superfamily	304390	106	280	0.000286528	39.6018	cl21496	2OG-FeII_Oxy superfamily	 - 	 - 
Q#1409 - >Tb927.1.1240	specific	283956	27	295	8.76942e-161	458.322	pfam06418	CTP_synth_N	 - 	cl21455
Q#1409 - >Tb927.1.1240	specific	153217	325	567	1.05793e-115	342.226	cd01746	GATase1_CTP_Synthase	 - 	cl00020
Q#1409 - >Tb927.1.1240	multi-dom	235437	27	573	0	734.904	PRK05380	pyrG	 - 	 - 
Q#1410 - >Tb927.6.2960	specific	291473	922	1020	1.13634e-26	103.49	pfam14807	AP4E_app_platf	 - 	cl20723
Q#1410 - >Tb927.6.2960	multi-dom	279882	33	504	7.86079e-53	192.438	pfam01602	Adaptin_N	 - 	 - 
Q#1411 - >Tb927.6.1620	specific	279035	192	216	0.00028027	36.1759	pfam00641	zf-RanBP	 - 	cl02656
Q#1414 - >Tb927.10.5960	specific	282570	225	401	2.60945e-32	119.277	pfam04727	ELMO_CED12	 - 	cl04708
Q#1416 - >Tb927.7.330	specific	239527	95	175	2.93825e-10	54.101	cd03443	PaaI_thioesterase	N	cl00509
Q#1416 - >Tb927.7.330	multi-dom	290352	120	170	1.12373e-07	48.9094	pfam13622	4HBT_3	C	 - 
Q#1418 - >Tb927.9.15460	specific	278548	116	350	5.43661e-65	217.429	pfam00122	E1-E2_ATPase	 - 	cl02811
Q#1418 - >Tb927.9.15460	specific	279079	785	969	3.9194e-32	121.965	pfam00689	Cation_ATPase_C	 - 	cl02929
Q#1418 - >Tb927.9.15460	specific	289987	427	517	2.01369e-19	82.6891	pfam13246	Cation_ATPase	 - 	cl16182
Q#1418 - >Tb927.9.15460	specific	214842	34	108	1.45471e-10	56.8222	smart00831	Cation_ATPase_N	 - 	cl02930
Q#1418 - >Tb927.9.15460	specific	226572	675	711	0.00156621	39.0792	COG4087	COG4087	NC	cl21460
Q#1418 - >Tb927.9.15460	multi-dom	130586	56	978	0	707.931	TIGR01523	ATPase-IID_K-Na	 - 	 - 
Q#1421 - >Tb927.10.15490	specific	224014	7	341	0	571.609	COG1089	Gmd	 - 	cl21454
Q#1421 - >Tb927.10.15490	multi-dom	292973	8	335	0	548.284	pfam16363	GDP_Man_Dehyd	 - 	 - 
Q#1425 - >Tb927.6.870	specific	284109	871	1327	9.26452e-79	263.197	pfam06602	Myotub-related	 - 	cl21483
Q#1427 - >Tb927.6.4540	specific	153081	23	432	0	547.151	cd00643	HMG-CoA_reductase_classI	 - 	cl00205
Q#1428 - >Tb927.8.1800	specific	283096	84	422	1.89425e-64	210.047	pfam05346	DUF747	 - 	cl05086
Q#1430 - >Tb927.5.4020	multi-dom	293336	33	215	3.15036e-32	115.909	pfam16731	GARP	 - 	 - 
Q#1431 - >Tb927.8.1670	superfamily	304357	5	252	5.44954e-87	269.332	cl21453	PKc_like superfamily	 - 	 - 
Q#1431 - >Tb927.8.1670	multi-dom	214567	6	252	1.37863e-69	223.946	smart00220	S_TKc	 - 	 - 
Q#1432 - >Tb927.7.4310	superfamily	304358	145	217	2.11107e-06	44.0997	cl21454	NADB_Rossmann superfamily	 - 	 - 
Q#1432 - >Tb927.7.4310	multi-dom	224172	11	214	6.97779e-20	90.0017	COG1252	Ndh	C	 - 
Q#1434 - >Tb927.3.1530	specific	213363	64	413	4.68756e-70	222.526	cd12829	Alr1p-like	 - 	cl00459
Q#1436 - >Tb927.10.10350	specific	270783	342	604	3.22925e-143	414.225	cd06606	STKc_MAPKKK	 - 	cl21453
Q#1436 - >Tb927.10.10350	multi-dom	214567	342	604	2.19922e-97	296.749	smart00220	S_TKc	 - 	 - 
Q#1436 - >Tb927.10.10350	multi-dom	226989	69	206	4.1928e-20	85.5604	COG4642	COG4642	 - 	 - 
Q#1436 - >Tb927.10.10350	multi-dom	226989	167	289	1.21218e-05	43.9588	COG4642	COG4642	 - 	 - 
Q#1438 - >Tb927.8.4670	multi-dom	173412	289	478	1.00321e-06	50.5247	PTZ00121	PTZ00121	N	 - 
Q#1439 - >Tb927.10.10890	specific	278607	181	676	0	793.256	pfam00183	HSP90	 - 	cl20204
Q#1439 - >Tb927.10.10890	specific	280651	30	178	3.77582e-14	67.7024	pfam02518	HATPase_c	 - 	cl00075
Q#1439 - >Tb927.10.10890	multi-dom	240341	1	704	0	1302.34	PTZ00272	PTZ00272	 - 	 - 
Q#1441 - >Tb927.5.2780	specific	143386	15	405	2.92533e-76	237.864	cd00141	NT_POLXc	 - 	cl11966
Q#1441 - >Tb927.5.2780	multi-dom	214688	15	406	8.0574e-95	286.185	smart00483	POLXc	 - 	 - 
Q#1442 - >Tb927.9.16970	superfamily	289949	21	110	2.22054e-08	48.6952	cl20486	VSG_B superfamily	C	 - 
Q#1443 - >Tb927.4.1630	specific	99850	211	400	1.00687e-112	336.492	cd06147	Rrp6p_like_exo	 - 	cl10012
Q#1443 - >Tb927.4.1630	specific	285328	22	107	2.25254e-16	73.351	pfam08066	PMC2NT	 - 	cl06895
Q#1443 - >Tb927.4.1630	specific	278967	433	500	6.28554e-09	51.3812	pfam00570	HRDC	 - 	cl02578
Q#1445 - >Tb927.9.15620	multi-dom	293336	39	222	7.61905e-51	163.288	pfam16731	GARP	 - 	 - 
Q#1446 - >Tb927.9.15610	multi-dom	293336	39	222	2.17438e-55	175.229	pfam16731	GARP	 - 	 - 
Q#1447 - >Tb927.9.15600	multi-dom	293336	39	219	2.98664e-59	185.245	pfam16731	GARP	 - 	 - 
Q#1448 - >Tb927.9.13920	specific	281087	1	90	4.45827e-34	111.044	pfam03037	KMP11	 - 	cl03852
Q#1449 - >Tb927.9.13520	specific	290247	410	462	4.74948e-05	40.4381	pfam13513	HEAT_EZ	 - 	cl22454
Q#1450 - >Tb927.9.13510	specific	282683	4	487	1.62063e-52	183.353	pfam04857	CAF1	 - 	cl23804
Q#1451 - >Tb927.9.13380	specific	153280	188	403	3.61951e-57	186.022	cd07596	BAR_SNX	 - 	cl12013
Q#1451 - >Tb927.9.13380	superfamily	295365	25	130	7.2185e-29	107.665	cl02563	PX_domain superfamily	 - 	 - 
Q#1452 - >Tb927.9.11600	superfamily	283335	15	237	1.49883e-06	46.0825	cl20302	PEX11 superfamily	 - 	 - 
Q#1453 - >Tb927.9.11580	superfamily	283335	15	239	7.6682e-07	47.2381	cl20302	PEX11 superfamily	 - 	 - 
Q#1454 - >Tb927.9.11490	specific	185489	1	145	8.71271e-84	241.079	PTZ00160	PTZ00160	 - 	cl12022
Q#1455 - >Tb927.9.11040	specific	278578	109	201	1.42291e-22	88.4823	pfam00153	Mito_carr	 - 	cl02813
Q#1455 - >Tb927.9.11040	specific	278578	206	303	3.42196e-17	74.2299	pfam00153	Mito_carr	 - 	cl02813
Q#1455 - >Tb927.9.11040	specific	278578	2	95	3.7137e-17	73.8447	pfam00153	Mito_carr	 - 	cl02813
Q#1456 - >Tb927.9.9390	specific	291058	201	269	8.12403e-21	83.3804	pfam14360	PAP2_C	 - 	cl00474
Q#1457 - >Tb927.9.9290	specific	240824	22	101	1.69954e-41	142.673	cd12378	RRM1_I_PABPs	 - 	cl17169
Q#1457 - >Tb927.9.9290	specific	240825	107	187	1.34584e-33	121.119	cd12379	RRM2_I_PABPs	 - 	cl17169
Q#1457 - >Tb927.9.9290	superfamily	302621	302	380	1.16318e-32	118.491	cl17169	RRM_SF superfamily	 - 	 - 
Q#1457 - >Tb927.9.9290	specific	279051	492	559	1.74019e-27	103.69	pfam00658	PABP	 - 	cl02642
Q#1457 - >Tb927.9.9290	superfamily	302621	202	282	1.84802e-21	87.2443	cl17169	RRM_SF superfamily	 - 	 - 
Q#1457 - >Tb927.9.9290	multi-dom	130689	21	560	0	653.798	TIGR01628	PABP-1234	 - 	 - 
Q#1458 - >Tb927.9.7230	superfamily	304359	3	183	1.0671e-105	299.65	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1458 - >Tb927.9.7230	multi-dom	197556	7	184	5.61454e-35	120.425	smart00178	SAR	 - 	 - 
Q#1459 - >Tb927.9.6870	superfamily	302621	3	74	4.80134e-14	61.8675	cl17169	RRM_SF superfamily	 - 	 - 
Q#1459 - >Tb927.9.6870	multi-dom	223796	2	80	3.45448e-05	41.0858	COG0724	RRM	NC	 - 
Q#1460 - >Tb927.9.6290	specific	153079	10	355	0	666.325	cd07932	arginine_kinase_like	 - 	cl02823
Q#1462 - >Tb927.9.5650	specific	285857	5	159	1.10469e-109	307.674	pfam08694	UFC1	 - 	cl07351
Q#1463 - >Tb927.9.4640	specific	175973	1004	1080	5.825e-06	45.1355	cd00030	C2	C	cl14603
Q#1463 - >Tb927.9.4640	superfamily	292258	655	754	0.00194535	39.328	cl21419	CC2D2AN-C2 superfamily	N	 - 
Q#1464 - >Tb927.9.4210	superfamily	302604	121	698	0	592.984	cl17068	AFD_class_I superfamily	 - 	 - 
Q#1464 - >Tb927.9.4210	multi-dom	240316	1	701	0	1360.81	PTZ00216	PTZ00216	 - 	 - 
Q#1465 - >Tb927.9.3370	specific	239245	10	105	3.84718e-28	96.8584	cd02947	TRX_family	 - 	cl00388
Q#1467 - >Tb927.9.2520	superfamily	289543	109	175	0.00260837	42.7097	cl15084	MT superfamily	NC	 - 
Q#1468 - >Tb927.9.2320	superfamily	302624	83	366	1.76537e-51	170.475	cl17173	AdoMet_MTases superfamily	 - 	 - 
Q#1469 - >Tb927.11.16790	specific	270827	2	286	0	533.819	cd07833	STKc_CDKL	 - 	cl21453
Q#1469 - >Tb927.11.16790	multi-dom	214567	4	286	1.73174e-94	290.586	smart00220	S_TKc	 - 	 - 
Q#1470 - >Tb927.11.16760	specific	239451	1	497	0	847.724	cd03335	TCP1_alpha	 - 	cl02777
Q#1470 - >Tb927.11.16760	multi-dom	274081	1	502	0	740.382	TIGR02340	chap_CCT_alpha	 - 	 - 
Q#1471 - >Tb927.11.16550	specific	279036	131	153	0.00463775	33.334	pfam00642	zf-CCCH	 - 	cl11592
Q#1472 - >Tb927.11.16210	specific	237999	234	349	1.05637e-17	78.1366	cd00038	CAP_ED	 - 	cl00047
Q#1472 - >Tb927.11.16210	superfamily	294041	384	488	6.08538e-05	41.5426	cl00047	CAP_ED superfamily	 - 	 - 
Q#1472 - >Tb927.11.16210	multi-dom	223736	233	369	2.5058e-13	68.3195	COG0664	Crp	C	 - 
Q#1474 - >Tb927.7.3940	specific	278578	256	321	9.76714e-13	61.9035	pfam00153	Mito_carr	 - 	cl02813
Q#1474 - >Tb927.7.3940	superfamily	278578	54	97	0.000361379	38.0211	cl02813	Mito_carr superfamily	N	 - 
Q#1474 - >Tb927.7.3940	multi-dom	240302	31	325	3.87153e-10	58.6262	PTZ00169	PTZ00169	 - 	 - 
Q#1475 - >Tb927.7.2960	superfamily	298682	376	422	3.16656e-05	40.2237	cl08302	EFh superfamily	N	 - 
Q#1475 - >Tb927.7.2960	specific	290545	90	137	0.00037551	37.1885	pfam13833	EF-hand_8	 - 	cl08302
Q#1475 - >Tb927.7.2960	multi-dom	290234	114	172	0.0079044	33.7902	pfam13499	EF-hand_7	 - 	 - 
Q#1475 - >Tb927.7.2960	multi-dom	290234	367	419	0.00131544	35.7162	pfam13499	EF-hand_7	 - 	 - 
Q#1477 - >Tb927.7.2110	multi-dom	224117	14	206	8.52885e-05	42.0088	COG1196	Smc	NC	 - 
Q#1479 - >Tb927.7.1340	specific	173604	1	100	1.15541e-65	191.747	PTZ00414	PTZ00414	 - 	cl09113
Q#1480 - >Tb927.7.1130	specific	238207	6	159	3.72019e-85	245.503	cd00340	GSH_Peroxidase	 - 	cl00388
Q#1480 - >Tb927.7.1130	multi-dom	278975	9	141	0.00141165	35.6609	pfam00578	AhpC-TSA	 - 	 - 
Q#1481 - >Tb927.7.1070	specific	197314	618	889	7.16993e-79	254.576	cd09080	TDP2	 - 	cl00490
