#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-401E4A08A436F4A-117B787A9AD3483
#datatype	hitsConcise Results
#status	0
#Start time	2016-10-14T18:33:38	Run time	0:01:44:12
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#691 - >Tb927.11.9700	specific	280093	40	93	1.29901e-13	58.5798	pfam01849	NAC	 - 	cl09271
Q#692 - >Tb927.5.5530	superfamily	289949	107	345	1.50656e-09	58.3252	cl20486	VSG_B superfamily	N	 - 
Q#693 - >Tb927.10.650	specific	278597	4	61	3.73511e-09	50.301	pfam00173	Cyt-b5	C	cl02041
Q#694 - >Tb927.5.4300	superfamily	304388	794	1017	6.0983e-44	157.393	cl21494	Abhydrolase superfamily	 - 	 - 
Q#694 - >Tb927.5.4300	multi-dom	224684	14	1017	1.12148e-123	391.659	COG1770	PtrB	 - 	 - 
Q#695 - >Tb927.3.520	specific	140265	1	330	0	632.149	PTZ00238	PTZ00238	 - 	cl03953
Q#697 - >Tb927.9.290	multi-dom	226676	5	135	0.00887774	36.1012	COG4223	COG4223	NC	 - 
Q#698 - >Tb927.3.300	specific	289949	25	376	8.64877e-51	176.196	pfam13206	VSG_B	 - 	cl20486
Q#698 - >Tb927.3.300	specific	287612	421	490	1.95498e-11	59.3458	pfam10659	Trypan_glycop_C	C	cl11264
Q#699 - >Tb927.11.17760	specific	289949	24	366	5.90809e-59	195.841	pfam13206	VSG_B	 - 	cl20486
Q#699 - >Tb927.11.17760	superfamily	287612	407	438	0.00301709	35.8486	cl11264	Trypan_glycop_C superfamily	C	 - 
Q#700 - >Tb927.11.8570	specific	176459	136	484	1.2275e-102	312.148	cd03586	PolY_Pol_IV_kappa	 - 	cl12025
Q#700 - >Tb927.11.8570	multi-dom	140232	1	571	0	1218.33	PTZ00205	PTZ00205	 - 	 - 
Q#701 - >Tb927.5.910	superfamily	304453	80	475	3.07836e-44	165.252	cl21590	PMT_2 superfamily	 - 	 - 
Q#702 - >Tb927.1.4520	specific	238093	612	640	7.8163e-07	44.744	cd00162	RING	C	cl17238
Q#704 - >Tb927.11.9010	superfamily	294300	81	393	7.78355e-45	156.398	cl00437	Zip superfamily	 - 	 - 
Q#705 - >Tb927.7.720	superfamily	294035	44	91	1.9565e-05	42.5648	cl00038	BRCT superfamily	N	 - 
Q#706 - >Tb927.1.420	superfamily	302859	11	656	0	626.086	cl19421	RHSP superfamily	 - 	 - 
Q#707 - >Tb927.5.5240	specific	289949	28	377	3.11704e-58	195.456	pfam13206	VSG_B	 - 	cl20486
Q#707 - >Tb927.5.5240	specific	287612	422	486	4.06382e-10	55.4938	pfam10659	Trypan_glycop_C	C	cl11264
Q#708 - >Tb927.11.16850	superfamily	304655	7	128	2.39512e-06	46.5288	cl22951	Vps51 superfamily	 - 	 - 
Q#709 - >Tb927.8.7710	superfamily	294177	128	199	0.00386075	36.1486	cl00249	MCH superfamily	N	 - 
Q#711 - >Tb927.11.2270	superfamily	295369	307	641	6.51431e-12	65.8192	cl02567	WD40 superfamily	 - 	 - 
Q#711 - >Tb927.11.2270	multi-dom	225201	304	644	4.70713e-10	61.2579	COG2319	WD40	N	 - 
Q#713 - >Tb927.8.3730	superfamily	285679	49	124	0.000819222	35.2923	cl07216	COPI_assoc superfamily	 - 	 - 
Q#714 - >Tb927.3.3330	specific	107221	37	126	7.11184e-26	92.232	cd06464	ACD_sHsps-like	 - 	cl00175
Q#714 - >Tb927.3.3330	multi-dom	223149	4	127	4.89609e-23	86.6618	COG0071	IbpA	 - 	 - 
Q#715 - >Tb927.11.1690	superfamily	283021	6	82	0.00134618	36.3313	cl05007	EBP superfamily	C	 - 
Q#716 - >Tb927.1.2510	superfamily	304892	31	133	4.87512e-45	141.046	cl23735	H4 superfamily	 - 	 - 
Q#716 - >Tb927.1.2510	multi-dom	278551	1	129	1.00228e-35	118.289	pfam00125	Histone	 - 	 - 
Q#717 - >Tb927.10.14400	superfamily	302622	9	50	0.0053197	35.9445	cl17171	PH-like superfamily	C	 - 
Q#718 - >Tb927.7.6840	superfamily	291668	24	116	2.27792e-06	43.3326	cl20885	CEP44 superfamily	 - 	 - 
Q#719 - >Tb927.11.17860	multi-dom	227430	83	164	0.00553119	35.4926	COG5099	COG5099	N	 - 
Q#722 - >Tb927.10.9290	superfamily	302627	5	174	7.79225e-08	50.1576	cl17190	NK superfamily	C	 - 
Q#724 - >Tb927.11.15230	specific	279450	41	223	6.75991e-55	172.479	pfam01105	EMP24_GP25L	 - 	cl03099
Q#725 - >Tb927.6.2310	multi-dom	237511	18	105	3.04181e-06	43.696	PRK13796	PRK13796	N	 - 
Q#726 - >Tb927.10.8900	specific	140328	17	427	0	692.347	PTZ00307	PTZ00307	 - 	cl00453
Q#727 - >Tb927.7.2630	specific	206665	222	416	1.33193e-49	171.539	cd01876	YihA_EngB	 - 	cl21455
Q#727 - >Tb927.7.2630	multi-dom	272973	223	414	3.41652e-07	49.6777	TIGR00231	small_GTP	 - 	 - 
Q#728 - >Tb927.7.2020	superfamily	302859	1	687	0	1414.79	cl19421	RHSP superfamily	 - 	 - 
Q#731 - >Tb927.8.4890	specific	282050	74	424	4.67082e-118	347.213	pfam04137	ERO1	 - 	cl19883
Q#732 - >Tb927.11.16680	superfamily	294089	300	663	6.89298e-41	151.996	cl00130	PseudoU_synth superfamily	 - 	 - 
Q#733 - >Tb927.10.3970	specific	239245	390	452	1.00499e-05	42.9305	cd02947	TRX_family	C	cl00388
Q#734 - >Tb927.10.11840	superfamily	295369	45	264	7.9162e-27	107.806	cl02567	WD40 superfamily	N	 - 
Q#734 - >Tb927.10.11840	superfamily	295303	23	62	0.00128552	39.1503	cl02434	CNH superfamily	N	 - 
Q#734 - >Tb927.10.11840	multi-dom	225201	26	308	5.44799e-18	84.7551	COG2319	WD40	C	 - 
Q#735 - >Tb927.11.19040	specific	289949	110	403	1.76455e-44	158.862	pfam13206	VSG_B	 - 	cl20486
Q#735 - >Tb927.11.19040	specific	287612	419	488	8.9305e-12	60.5014	pfam10659	Trypan_glycop_C	N	cl11264
Q#736 - >Tb927.10.4500	superfamily	302624	29	310	1.66446e-33	124.08	cl17173	AdoMet_MTases superfamily	 - 	 - 
Q#737 - >Tb927.6.3340	specific	283353	16	98	7.05327e-28	99.6096	pfam05670	DUF814	 - 	cl05307
Q#741 - >Tb927.7.5080	superfamily	294771	496	704	3.43034e-37	138.028	cl01255	DAGK_cat superfamily	 - 	 - 
Q#742 - >Tb927.11.4870	specific	288970	18	174	1.54892e-07	47.4944	pfam12158	DUF3592	 - 	cl13576
Q#745 - >Tb927.3.4600	multi-dom	227943	284	838	4.83636e-18	88.3708	COG5656	SXM1	N	 - 
Q#746 - >Tb927.11.20230	superfamily	279282	6	372	1.36951e-26	109.037	cl03014	Trypan_glycop superfamily	 - 	 - 
Q#746 - >Tb927.11.20230	superfamily	287612	405	464	0.00396013	35.4634	cl11264	Trypan_glycop_C superfamily	C	 - 
Q#748 - >Tb927.1.3280	specific	238310	14	238	1.22703e-64	198.085	cd00555	Maf	 - 	cl00276
Q#749 - >Tb927.11.19620	specific	279282	29	379	5.51248e-46	162.965	pfam00913	Trypan_glycop	 - 	cl03014
Q#749 - >Tb927.11.19620	specific	287612	413	490	1.99842e-11	59.3458	pfam10659	Trypan_glycop_C	C	cl11264
Q#750 - >Tb927.10.13740	specific	175973	478	572	1.33341e-20	85.5815	cd00030	C2	 - 	cl14603
Q#750 - >Tb927.10.13740	superfamily	293652	101	277	5.40887e-08	51.568	cl25284	SMP_LBD superfamily	 - 	 - 
Q#750 - >Tb927.10.13740	superfamily	301316	292	392	0.00728148	34.9844	cl14603	C2 superfamily	 - 	 - 
Q#752 - >Tb927.5.3930	specific	119392	51	415	2.39271e-09	57.3237	cd06174	MFS	 - 	cl21472
Q#752 - >Tb927.5.3930	multi-dom	284993	53	404	8.77822e-10	58.5814	pfam07690	MFS_1	 - 	 - 
Q#753 - >Tb927.9.7760	superfamily	299760	271	345	1.29787e-08	54.1238	cl11519	DENN superfamily	NC	 - 
Q#754 - >Tb927.7.5430	superfamily	294248	560	577	0.00491361	35.4416	cl00349	S15_NS1_EPRS_RNA-bind superfamily	NC	 - 
Q#755 - >Tb927.10.3100	specific	153254	137	413	2.57729e-73	234.463	cd07992	LPLAT_AAK14816-like	 - 	cl17185
Q#755 - >Tb927.10.3100	multi-dom	223282	129	393	1.5907e-14	72.6364	COG0204	PlsC	 - 	 - 
Q#757 - >Tb927.9.11940	superfamily	299125	25	127	6.17203e-09	48.8072	cl09930	RPA_2b-aaRSs_OBF_like superfamily	 - 	 - 
Q#758 - >Tb927.7.4180	superfamily	295675	11	284	1.09777e-81	246.687	cl03120	ELO superfamily	 - 	 - 
Q#759 - >Tb927.10.8330	specific	282342	145	228	1.06046e-33	115.18	pfam04468	PSP1	 - 	cl00770
Q#761 - >Tb927.5.4240	superfamily	304892	15	99	5.69077e-33	108.357	cl23735	H4 superfamily	 - 	 - 
Q#761 - >Tb927.5.4240	multi-dom	185397	1	99	6.19321e-45	139.104	PTZ00015	PTZ00015	 - 	 - 
Q#768 - >Tb927.11.3720	specific	290367	410	452	3.36655e-12	59.4145	pfam13639	zf-RING_2	 - 	cl17238
Q#769 - >Tb927.8.1160	specific	279079	833	1005	2.405e-36	134.292	pfam00689	Cation_ATPase_C	 - 	cl02929
Q#769 - >Tb927.8.1160	superfamily	278548	162	399	4.76764e-30	117.662	cl02811	E1-E2_ATPase superfamily	 - 	 - 
Q#769 - >Tb927.8.1160	specific	279080	68	136	2.40949e-19	81.8127	pfam00690	Cation_ATPase_N	 - 	cl02930
Q#769 - >Tb927.8.1160	superfamily	289987	484	575	1.67799e-10	57.266	cl16182	Cation_ATPase superfamily	 - 	 - 
Q#769 - >Tb927.8.1160	specific	289480	642	758	0.000103239	43.0085	pfam12710	HAD	N	cl21460
Q#769 - >Tb927.8.1160	multi-dom	273668	30	1008	0	1091.36	TIGR01517	ATPase-IIB_Ca	 - 	 - 
Q#773 - >Tb927.6.5160	superfamily	302859	27	571	0	540.571	cl19421	RHSP superfamily	C	 - 
Q#775 - >Tb927.2.4590	specific	238798	58	353	6.52546e-129	369.602	cd01557	BCAT_beta_family	 - 	cl00224
Q#775 - >Tb927.2.4590	multi-dom	237363	27	364	1.24442e-129	374.099	PRK13357	PRK13357	 - 	 - 
Q#777 - >Tb927.4.1090	specific	281048	56	589	3.54853e-140	417.292	pfam02990	EMP70	 - 	cl09289
Q#780 - >Tb927.4.1940	superfamily	295369	111	476	8.98113e-33	124.755	cl02567	WD40 superfamily	 - 	 - 
Q#780 - >Tb927.4.1940	multi-dom	225201	105	476	3.07637e-20	91.6887	COG2319	WD40	N	 - 
Q#785 - >Tb927.5.2510	multi-dom	223550	823	894	0.00123688	41.936	COG0474	MgtA	NC	 - 
Q#787 - >Tb927.11.15110	specific	282708	130	360	9.0856e-60	197.391	pfam04884	DUF647	 - 	cl04821
Q#788 - >Tb927.7.2260	specific	285322	94	163	3.69174e-19	78.2762	pfam08059	SEP	 - 	cl02662
Q#789 - >Tb927.10.14110	multi-dom	224117	8	98	0.00276723	34.69	COG1196	Smc	NC	 - 
Q#790 - >Tb927.9.1280	specific	287612	415	523	3.61402e-09	52.7974	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#791 - >Tb927.6.320	specific	278633	839	1051	4.22256e-55	188.222	pfam00211	Guanylate_cyc	 - 	cl11967
Q#793 - >Tb927.10.14910	specific	206740	64	304	8.7118e-132	381.236	cd09913	EHD	 - 	cl21455
Q#794 - >Tb927.8.7380	specific	280934	392	499	8.24504e-18	77.5923	pfam02852	Pyr_redox_dim	 - 	cl08372
Q#794 - >Tb927.8.7380	specific	278498	201	259	2.0773e-13	64.1301	pfam00070	Pyr_redox	C	cl21454
Q#794 - >Tb927.8.7380	multi-dom	224169	26	499	6.66743e-87	274.856	COG1249	Lpd	 - 	 - 
Q#797 - >Tb927.9.12200	specific	140220	1	188	3.24183e-108	306.189	PTZ00193	PTZ00193	 - 	cl00921
Q#798 - >Tb927.5.330	superfamily	299850	893	1098	7.67258e-41	147.391	cl11967	Nucleotidyl_cyc_III superfamily	 - 	 - 
Q#798 - >Tb927.5.330	superfamily	299141	104	391	7.54633e-08	54.51	cl10011	Periplasmic_Binding_Protein_Type_1 superfamily	N	 - 
Q#800 - >Tb927.5.1240	superfamily	294823	124	177	8.32145e-16	74.3064	cl01378	LicD superfamily	C	 - 
Q#801 - >Tb927.10.2650	superfamily	282533	988	1093	0.000624816	41.7673	cl23002	Microvir_H superfamily	NC	 - 
Q#801 - >Tb927.10.2650	multi-dom	274008	270	1124	3.76807e-15	79.3302	TIGR02168	SMC_prok_B	 - 	 - 
Q#806 - >Tb927.10.12450	specific	290490	34	111	2.82085e-16	69.0754	pfam13774	Longin	 - 	cl16386
Q#809 - >Tb927.11.19280	specific	289949	28	341	1.55272e-37	139.987	pfam13206	VSG_B	 - 	cl20486
Q#811 - >Tb927.3.1400	specific	283063	85	187	1.02669e-49	160.367	pfam05301	Mec-17	 - 	cl05052
Q#814 - >Tb927.9.9710	specific	132718	69	163	7.52637e-13	63.8804	cd07067	HP_PGM_like	C	cl11399
Q#815 - >Tb927.4.4660	specific	280165	7	174	4.68766e-71	210.787	pfam01931	NTPase_I-T	 - 	cl00866
Q#816 - >Tb927.10.16070	specific	279921	59	228	2.39833e-45	148.077	pfam01652	IF4E	 - 	cl02106
Q#818 - >Tb927.10.160	specific	281779	269	334	2.7858e-07	45.6296	pfam03828	PAP_assoc	 - 	cl04280
Q#818 - >Tb927.10.160	superfamily	299849	42	171	6.34945e-07	46.3964	cl11966	NT_Pol-beta-like superfamily	 - 	 - 
Q#819 - >Tb927.5.4360	superfamily	302624	187	244	0.00170123	37.7261	cl17173	AdoMet_MTases superfamily	NC	 - 
Q#821 - >Tb927.7.310	specific	198306	125	288	2.97623e-54	172.021	cd03197	GST_C_mPGES2	 - 	cl02776
Q#821 - >Tb927.7.310	superfamily	294274	36	122	2.77328e-10	54.3363	cl00388	Thioredoxin_like superfamily	 - 	 - 
Q#826 - >Tb927.11.20040	superfamily	279282	16	382	1.51765e-43	157.187	cl03014	Trypan_glycop superfamily	 - 	 - 
Q#826 - >Tb927.11.20040	specific	287612	411	526	2.66734e-18	78.991	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#828 - >Tb927.8.5680	superfamily	302748	192	329	7.66749e-16	77.6287	cl18945	AAT_I superfamily	C	 - 
Q#829 - >Tb927.4.2700	specific	163676	15	291	1.12622e-99	297.382	cd07938	DRE_TIM_HMGL	 - 	cl21457
Q#829 - >Tb927.4.2700	superfamily	298682	335	401	5.73387e-06	42.1497	cl08302	EFh superfamily	 - 	 - 
Q#829 - >Tb927.4.2700	multi-dom	279072	17	293	1.09459e-23	98.1485	pfam00682	HMGL-like	 - 	 - 
Q#829 - >Tb927.4.2700	multi-dom	290234	339	394	3.5767e-06	43.035	pfam13499	EF-hand_7	 - 	 - 
Q#832 - >Tb927.5.5660	specific	289949	1	303	1.25427e-53	180.433	pfam13206	VSG_B	 - 	cl20486
Q#832 - >Tb927.5.5660	superfamily	287612	345	396	2.33969e-07	47.4046	cl11264	Trypan_glycop_C superfamily	C	 - 
Q#833 - >Tb927.5.3790	multi-dom	278750	24	255	2.49853e-09	54.6758	pfam00335	Tetraspannin	 - 	 - 
Q#834 - >Tb927.6.5380	superfamily	289949	54	127	0.000199891	39.8356	cl20486	VSG_B superfamily	N	 - 
Q#834 - >Tb927.6.5380	superfamily	287612	172	196	0.0064872	33.9226	cl11264	Trypan_glycop_C superfamily	C	 - 
Q#835 - >Tb927.11.11790	superfamily	294210	82	134	7.65554e-13	61.9842	cl00297	R3H superfamily	 - 	 - 
Q#839 - >Tb927.9.17570	specific	289949	8	347	1.6503e-38	141.528	pfam13206	VSG_B	 - 	cl20486
Q#840 - >Tb927.11.5740	superfamily	302999	591	947	1.00341e-45	167.828	cl19758	FH2 superfamily	 - 	 - 
Q#841 - >Tb927.4.260	superfamily	302859	31	553	1.54914e-172	505.903	cl19421	RHSP superfamily	C	 - 
Q#842 - >Tb927.7.530	specific	279674	1154	1219	2.78392e-28	107.459	pfam01363	FYVE	 - 	cl22851
Q#842 - >Tb927.7.530	superfamily	304600	776	824	6.21548e-06	43.6446	cl22851	PHD_SF superfamily	 - 	 - 
Q#842 - >Tb927.7.530	multi-dom	226989	205	333	4.33517e-19	84.0196	COG4642	COG4642	 - 	 - 
Q#842 - >Tb927.7.530	multi-dom	226989	926	1081	1.3174e-11	62.4484	COG4642	COG4642	 - 	 - 
Q#842 - >Tb927.7.530	multi-dom	226989	348	454	2.77457e-05	44.344	COG4642	COG4642	C	 - 
Q#844 - >Tb927.11.1780	specific	214625	37	220	6.21809e-06	45.4437	smart00332	PP2Cc	 - 	cl00120
Q#848 - >Tb927.8.210	specific	289949	21	341	2.17014e-41	150.773	pfam13206	VSG_B	 - 	cl20486
Q#849 - >Tb927.9.220	specific	289949	20	356	2.19681e-41	148.847	pfam13206	VSG_B	 - 	cl20486
Q#852 - >Tb927.10.960	superfamily	295369	176	511	2.60651e-30	119.362	cl02567	WD40 superfamily	 - 	 - 
Q#852 - >Tb927.10.960	specific	285951	15	42	9.51662e-09	49.6058	pfam08799	PRP4	 - 	cl02632
Q#852 - >Tb927.10.960	multi-dom	225201	176	478	3.27646e-24	104.785	COG2319	WD40	N	 - 
Q#853 - >Tb927.2.6130	specific	213195	750	972	8.87401e-56	189.131	cd03228	ABCC_MRP_Like	 - 	cl21455
Q#853 - >Tb927.2.6130	multi-dom	224047	750	981	2.23543e-34	130.454	COG1122	EcfA2	 - 	 - 
Q#855 - >Tb927.11.12190	specific	238017	47	144	7.04005e-15	69.3374	cd00060	FHA	 - 	cl00062
Q#855 - >Tb927.11.12190	specific	238093	198	242	2.80154e-10	54.374	cd00162	RING	 - 	cl17238
Q#855 - >Tb927.11.12190	multi-dom	224630	75	144	4.14675e-08	52.2654	COG1716	FHA	N	 - 
Q#857 - >Tb927.2.370	specific	273724	52	805	0	1190.02	TIGR01631	Trypano_RHS	 - 	cl19421
Q#860 - >Tb927.8.4950	superfamily	277568	136	472	9.83341e-84	276.444	cl22853	Motor_domain superfamily	 - 	 - 
Q#860 - >Tb927.8.4950	superfamily	187408	1044	1248	7.84436e-05	45.0256	cl14654	V_Alix_like superfamily	N	 - 
Q#860 - >Tb927.8.4950	superfamily	187408	764	996	9.67382e-05	45.0256	cl14654	V_Alix_like superfamily	N	 - 
Q#860 - >Tb927.8.4950	superfamily	292665	542	609	0.0049619	39.2653	cl24571	FAM76 superfamily	N	 - 
Q#860 - >Tb927.8.4950	multi-dom	214526	136	481	3.79194e-84	277.916	smart00129	KISc	 - 	 - 
Q#860 - >Tb927.8.4950	multi-dom	275316	517	1246	4.63819e-22	101.636	TIGR04523	Mplasa_alph_rch	 - 	 - 
Q#861 - >Tb927.10.4330	specific	132919	53	219	3.89438e-93	274.355	cd07036	TPP_PYR_E1-PDHc-beta_like	 - 	cl11410
Q#861 - >Tb927.10.4330	specific	280875	239	358	3.80806e-47	155.062	pfam02780	Transketolase_C	 - 	cl08363
Q#861 - >Tb927.10.4330	multi-dom	185502	15	366	0	591.956	PTZ00182	PTZ00182	 - 	 - 
Q#862 - >Tb927.3.2130	specific	211346	528	716	9.90182e-35	129.38	cd02869	PseudoU_synth_RluCD_like	 - 	cl00130
Q#862 - >Tb927.3.2130	multi-dom	223638	490	734	7.07205e-39	144.376	COG0564	RluA	 - 	 - 
Q#865 - >Tb927.11.11950	specific	280746	45	371	4.36572e-101	301.49	pfam02628	COX15-CtaA	 - 	cl19388
Q#865 - >Tb927.11.11950	multi-dom	240283	1	387	7.19336e-180	504.588	PTZ00127	PTZ00127	 - 	 - 
Q#867 - >Tb927.8.6320	specific	279565	200	222	0.00249417	33.8992	pfam01239	PPTA	 - 	cl03138
Q#869 - >Tb927.10.16310	superfamily	279282	12	247	1.62141e-07	51.6425	cl03014	Trypan_glycop superfamily	C	 - 
Q#870 - >Tb927.8.3350	specific	197757	558	632	2.09659e-16	73.7853	smart00490	HELICc	 - 	cl21455
Q#870 - >Tb927.8.3350	specific	278688	271	429	4.89689e-14	69.5707	pfam00270	DEAD	 - 	cl21455
Q#870 - >Tb927.8.3350	specific	291205	969	1004	0.0045772	35.1875	pfam14520	HHH_5	C	cl22429
Q#870 - >Tb927.8.3350	multi-dom	235032	249	1004	3.1652e-67	239.474	PRK02362	PRK02362	 - 	 - 
Q#872 - >Tb927.6.1350	superfamily	289949	19	201	2.13401e-07	50.6212	cl20486	VSG_B superfamily	C	 - 
Q#874 - >Tb927.7.520	specific	278597	90	161	6.6219e-24	88.0505	pfam00173	Cyt-b5	 - 	cl02041
Q#875 - >Tb927.10.8070	superfamily	304359	141	475	5.15773e-58	194.592	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#877 - >Tb927.9.8100	specific	280093	36	85	5.41381e-14	62.0465	pfam01849	NAC	 - 	cl09271
Q#877 - >Tb927.9.8100	specific	270464	148	184	2.83e-12	57.1066	cd14278	UBA_NAC_like	 - 	cl21463
Q#877 - >Tb927.9.8100	multi-dom	224227	112	185	8.05681e-10	52.7599	COG1308	EGD2	N	 - 
Q#878 - >Tb927.3.4270	multi-dom	226989	459	589	3.34501e-17	77.8564	COG4642	COG4642	 - 	 - 
Q#878 - >Tb927.3.4270	multi-dom	226989	34	207	1.89572e-08	52.8184	COG4642	COG4642	 - 	 - 
Q#879 - >Tb927.7.6250	multi-dom	173412	62	383	2.50474e-09	58.2287	PTZ00121	PTZ00121	NC	 - 
Q#879 - >Tb927.7.6250	multi-dom	292028	2	54	0.008696	37.0148	pfam15385	SARG	NC	 - 
Q#880 - >Tb927.11.17410	specific	287612	4	96	7.08737e-19	73.213	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#881 - >Tb927.3.5130	specific	99836	70	250	1.46684e-69	215.162	cd06133	ERI-1_3'hExo_like	 - 	cl10012
Q#882 - >Tb927.8.7690	superfamily	294310	8	185	5.08626e-104	305.638	cl00456	SLC5-6-like_sbd superfamily	N	 - 
Q#883 - >Tb927.11.13780	specific	140337	1	150	6.50284e-108	302.276	PTZ00316	PTZ00316	 - 	cl00123
Q#884 - >Tb927.10.3240	multi-dom	182070	15	91	0.00416467	34.6481	PRK09776	PRK09776	C	 - 
Q#885 - >Tb927.4.3080	specific	280714	17	146	7.93998e-15	63.9609	pfam02594	DUF167	 - 	cl00811
Q#887 - >Tb927.10.3870	superfamily	295369	692	891	5.07983e-08	55.4188	cl02567	WD40 superfamily	N	 - 
Q#887 - >Tb927.10.3870	superfamily	295369	1348	1468	0.00104919	41.9368	cl02567	WD40 superfamily	N	 - 
Q#887 - >Tb927.10.3870	specific	197651	340	368	0.00156734	36.9066	smart00320	WD40	N	cl02567
Q#887 - >Tb927.10.3870	specific	290545	232	269	0.00469866	36.0329	pfam13833	EF-hand_8	N	cl08302
Q#887 - >Tb927.10.3870	multi-dom	225201	680	934	6.03083e-06	49.7019	COG2319	WD40	N	 - 
Q#887 - >Tb927.10.3870	multi-dom	225201	1360	1540	0.00367699	40.8423	COG2319	WD40	N	 - 
Q#888 - >Tb927.8.4520	superfamily	284762	9	121	0.00170793	36.942	cl24194	Herpes_LMP2 superfamily	N	 - 
Q#889 - >Tb927.3.2310	specific	255872	112	296	1.76185e-105	303.831	pfam10274	ParcG	 - 	cl20396
Q#891 - >Tb927.11.4440	multi-dom	273503	80	138	0.00992822	35.492	TIGR01211	ELP3	C	 - 
Q#893 - >Tb927.5.4170	superfamily	304892	15	99	5.69077e-33	108.357	cl23735	H4 superfamily	 - 	 - 
Q#893 - >Tb927.5.4170	multi-dom	185397	1	99	6.19321e-45	139.104	PTZ00015	PTZ00015	 - 	 - 
Q#894 - >Tb927.11.15450	multi-dom	114219	164	925	3.43467e-05	47.7941	pfam05483	SCP-1	 - 	 - 
Q#894 - >Tb927.11.15450	multi-dom	274008	739	1513	3.6222e-11	67.389	TIGR02168	SMC_prok_B	 - 	 - 
Q#894 - >Tb927.11.15450	multi-dom	224117	1170	1889	8.15781e-09	59.728	COG1196	Smc	 - 	 - 
Q#895 - >Tb927.4.1800	superfamily	294230	3	373	3.17838e-110	326.418	cl00324	RplC superfamily	 - 	 - 
Q#895 - >Tb927.4.1800	multi-dom	240267	1	393	0	701.845	PTZ00103	PTZ00103	 - 	 - 
Q#896 - >Tb927.8.8250	superfamily	294310	61	460	2.03159e-102	312.572	cl00456	SLC5-6-like_sbd superfamily	 - 	 - 
Q#898 - >Tb927.10.1380	superfamily	304357	32	371	3.16971e-77	251.998	cl21453	PKc_like superfamily	 - 	 - 
Q#898 - >Tb927.10.1380	multi-dom	214567	36	371	3.44351e-71	235.117	smart00220	S_TKc	 - 	 - 
Q#899 - >Tb927.7.3640	superfamily	304359	146	318	3.13832e-05	44.2719	cl21455	P-loop_NTPase superfamily	C	 - 
Q#902 - >Tb927.11.11680	specific	278621	169	380	4.80724e-99	291.748	pfam00198	2-oxoacid_dh	 - 	cl02008
Q#902 - >Tb927.11.11680	specific	133458	28	96	5.59357e-25	95.5491	cd06849	lipoyl_domain	 - 	cl11404
Q#902 - >Tb927.11.11680	multi-dom	240289	1	382	0	654.829	PTZ00144	PTZ00144	 - 	 - 
Q#903 - >Tb927.10.3610	superfamily	304359	250	274	0.00426734	36.0033	cl21455	P-loop_NTPase superfamily	C	 - 
Q#904 - >Tb927.2.5210	superfamily	304358	8	240	2.57127e-56	178.51	cl21454	NADB_Rossmann superfamily	 - 	 - 
Q#904 - >Tb927.2.5210	multi-dom	273824	10	240	1.93804e-52	168.541	TIGR01830	3oxo_ACP_reduc	 - 	 - 
Q#905 - >Tb927.3.2520	specific	140265	19	324	0	592.088	PTZ00238	PTZ00238	 - 	cl03953
Q#906 - >Tb927.9.8820	multi-dom	130214	140	269	0.0037732	37.7683	TIGR01144	ATP_synt_b	 - 	 - 
Q#907 - >Tb927.8.8090	superfamily	304462	59	368	1.48872e-87	268.685	cl21608	Galactosyl_T superfamily	 - 	 - 
Q#909 - >Tb927.11.3630	superfamily	301621	18	440	1.75136e-54	186.077	cl15430	Nucleoside_tran superfamily	 - 	 - 
Q#911 - >Tb927.1.2450	superfamily	304892	31	133	4.87512e-45	141.046	cl23735	H4 superfamily	 - 	 - 
Q#911 - >Tb927.1.2450	multi-dom	278551	1	129	1.00228e-35	118.289	pfam00125	Histone	 - 	 - 
Q#912 - >Tb927.10.15940	superfamily	279834	14	207	1.11756e-10	58.8005	cl24014	Cation_efflux superfamily	N	 - 
Q#913 - >Tb927.8.7940	superfamily	299850	875	1087	4.04964e-49	171.273	cl11967	Nucleotidyl_cyc_III superfamily	 - 	 - 
Q#913 - >Tb927.8.7940	superfamily	299141	122	412	8.94364e-10	60.288	cl10011	Periplasmic_Binding_Protein_Type_1 superfamily	N	 - 
Q#913 - >Tb927.8.7940	superfamily	299141	692	794	0.00233817	40.3306	cl10011	Periplasmic_Binding_Protein_Type_1 superfamily	N	 - 
Q#914 - >Tb927.4.5050	specific	280934	367	474	1.34396e-17	76.8219	pfam02852	Pyr_redox_dim	 - 	cl08372
Q#914 - >Tb927.4.5050	specific	278498	176	234	6.62687e-13	62.5893	pfam00070	Pyr_redox	C	cl21454
Q#914 - >Tb927.4.5050	multi-dom	224169	1	474	8.20706e-84	265.996	COG1249	Lpd	 - 	 - 
Q#915 - >Tb927.2.3320	specific	240314	1	437	0	708.658	PTZ00208	PTZ00208	 - 	cl19916
Q#919 - >Tb927.11.2490	superfamily	277568	12	393	8.10108e-145	447.184	cl22853	Motor_domain superfamily	 - 	 - 
