#Batch CD-search tool	NIH/NLM/NCBI
#cdsid	QM3-qcdsearch-C9462657F40EF08-378D0F774F201E6F
#datatype	hitsConcise Results
#status	0
#Start time	2016-10-14T18:33:18	Run time	0:01:43:48
#status	success

Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#1018 - >Tb927.6.2210	specific	237987	599	705	4.72409e-06	45.3832	cd00020	ARM	 - 	cl22454
Q#1018 - >Tb927.6.2210	specific	237987	670	810	4.53901e-05	42.6868	cd00020	ARM	 - 	cl22454
Q#1018 - >Tb927.6.2210	specific	237987	761	865	0.000140549	41.146	cd00020	ARM	 - 	cl22454
Q#1018 - >Tb927.6.2210	specific	237987	330	448	0.000854272	39.22	cd00020	ARM	 - 	cl22454
Q#1019 - >Tb927.5.4400	superfamily	238064	44	344	3.66959e-20	89.3369	cl23707	LRR_RI superfamily	N	 - 
Q#1024 - >Tb927.1.60	superfamily	305168	247	567	5.89702e-26	108.755	cl24011	RNA_pol_B_RPB2 superfamily	 - 	 - 
Q#1024 - >Tb927.1.60	superfamily	282430	47	80	0.00201567	35.9423	cl17586	RNA_pol_Rpb2_3 superfamily	N	 - 
Q#1025 - >Tb927.10.10390	specific	280934	363	468	1.26108e-24	96.8523	pfam02852	Pyr_redox_dim	 - 	cl08372
Q#1025 - >Tb927.10.10390	specific	278498	190	273	1.30354e-19	81.8493	pfam00070	Pyr_redox	 - 	cl21454
Q#1025 - >Tb927.10.10390	multi-dom	200098	2	487	0	1066.51	TIGR01423	trypano_reduc	 - 	 - 
Q#1026 - >Tb927.10.12870	multi-dom	289971	169	301	0.000460501	40.4733	pfam13229	Beta_helix	 - 	 - 
Q#1027 - >Tb927.5.1250	specific	224867	15	189	3.7485e-59	192.89	COG1956	GAF	 - 	cl21515
Q#1027 - >Tb927.5.1250	superfamily	282083	411	523	4.27452e-22	91.8033	cl04432	TIP41 superfamily	N	 - 
Q#1028 - >Tb927.3.1670	superfamily	295369	242	575	9.19181e-15	74.6788	cl02567	WD40 superfamily	 - 	 - 
Q#1028 - >Tb927.3.1670	superfamily	295369	458	792	1.35403e-06	50.026	cl02567	WD40 superfamily	 - 	 - 
Q#1028 - >Tb927.3.1670	superfamily	295369	58	315	0.000399342	42.322	cl02567	WD40 superfamily	N	 - 
Q#1028 - >Tb927.3.1670	multi-dom	225201	304	694	3.35539e-14	74.7399	COG2319	WD40	 - 	 - 
Q#1028 - >Tb927.3.1670	multi-dom	225201	129	366	3.97822e-05	45.8499	COG2319	WD40	N	 - 
Q#1028 - >Tb927.3.1670	multi-dom	227455	863	1009	0.00205402	38.8294	COG5126	FRQ1	N	 - 
Q#1029 - >Tb927.10.10940	specific	278607	181	676	0	793.256	pfam00183	HSP90	 - 	cl20204
Q#1029 - >Tb927.10.10940	specific	280651	30	178	3.77582e-14	67.7024	pfam02518	HATPase_c	 - 	cl00075
Q#1029 - >Tb927.10.10940	multi-dom	240341	1	704	0	1302.34	PTZ00272	PTZ00272	 - 	 - 
Q#1030 - >Tb927.10.13130	specific	279967	49	456	1.02836e-155	447.33	pfam01704	UDPGP	 - 	cl11394
Q#1032 - >Tb927.7.6110	specific	288858	14	186	6.45876e-46	148.906	pfam12036	DUF3522	 - 	cl13471
Q#1034 - >Tb927.3.210	specific	289949	16	410	1.74197e-25	106.475	pfam13206	VSG_B	 - 	cl20486
Q#1034 - >Tb927.3.210	specific	287612	463	553	3.98611e-14	67.0498	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#1035 - >Tb927.6.4830	specific	280964	424	473	1.12689e-21	86.9128	pfam02891	zf-MIZ	 - 	cl17238
Q#1035 - >Tb927.6.4830	superfamily	295372	67	130	0.000801704	38.7057	cl02570	RhoGAP superfamily	C	 - 
Q#1036 - >Tb927.4.2760	multi-dom	287294	57	455	6.76031e-33	130.919	pfam10300	DUF3808	 - 	 - 
Q#1038 - >Tb927.6.3780	specific	279784	269	325	3.09376e-09	51.7694	pfam01485	IBR	 - 	cl19760
Q#1038 - >Tb927.6.3780	specific	214763	200	265	3.36002e-08	48.9504	smart00647	IBR	 - 	cl19760
Q#1040 - >Tb927.11.6130	specific	279768	96	179	2.54352e-27	96.7529	pfam01466	Skp1	 - 	cl03226
Q#1040 - >Tb927.11.6130	superfamily	295341	15	131	5.29371e-19	76.5632	cl02518	BTB superfamily	 - 	 - 
Q#1040 - >Tb927.11.6130	multi-dom	227528	27	181	5.30432e-30	106.567	COG5201	SKP1	 - 	 - 
Q#1042 - >Tb927.7.6920	specific	173892	88	392	1.2892e-22	95.1122	cd07308	lectin_leg-like	 - 	cl14058
Q#1043 - >Tb927.6.5260	specific	289949	14	349	1.21791e-61	203.16	pfam13206	VSG_B	 - 	cl20486
Q#1044 - >Tb927.4.2310	specific	238399	329	663	3.17944e-142	416.197	cd00776	AsxRS_core	 - 	cl00268
Q#1044 - >Tb927.4.2310	specific	282424	13	162	1.36689e-41	146.911	pfam04558	tRNA_synt_1c_R1	 - 	cl04588
Q#1044 - >Tb927.4.2310	specific	239818	238	315	1.01683e-25	99.616	cd04323	AsnRS_cyto_like_N	 - 	cl09930
Q#1044 - >Tb927.4.2310	multi-dom	223096	222	667	9.82401e-153	447.423	COG0017	AsnS	 - 	 - 
Q#1046 - >Tb927.11.13810	superfamily	304359	136	328	1.0503e-48	166.506	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1046 - >Tb927.11.13810	specific	238034	339	469	2.1854e-34	125.043	cd00079	HELICc	 - 	cl21455
Q#1046 - >Tb927.11.13810	multi-dom	214692	146	343	4.13014e-35	129.534	smart00487	DEXDc	 - 	 - 
Q#1048 - >Tb927.5.5610	specific	289949	25	336	2.11969e-36	136.136	pfam13206	VSG_B	 - 	cl20486
Q#1049 - >Tb927.5.4210	superfamily	304892	15	99	5.69077e-33	108.357	cl23735	H4 superfamily	 - 	 - 
Q#1049 - >Tb927.5.4210	multi-dom	185397	1	99	6.19321e-45	139.104	PTZ00015	PTZ00015	 - 	 - 
Q#1050 - >Tb927.7.6170	specific	288858	14	186	2.4868e-47	152.372	pfam12036	DUF3522	 - 	cl13471
Q#1052 - >Tb927.3.3250	superfamily	302633	190	220	3.4543e-05	39.5333	cl17238	RING superfamily	C	 - 
Q#1057 - >Tb927.11.12030	superfamily	295369	257	331	0.00292279	37.6996	cl02567	WD40 superfamily	NC	 - 
Q#1057 - >Tb927.11.12030	multi-dom	225201	77	331	5.60602e-06	46.6203	COG2319	WD40	C	 - 
Q#1058 - >Tb927.11.1490	superfamily	299141	129	274	5.7422e-09	55.3534	cl10011	Periplasmic_Binding_Protein_Type_1 superfamily	NC	 - 
Q#1059 - >Tb927.8.5980	superfamily	304359	8	270	3.15048e-66	220.713	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1059 - >Tb927.8.5980	specific	290046	535	710	1.93736e-44	156.178	pfam13307	Helicase_C_2	 - 	cl21455
Q#1059 - >Tb927.8.5980	specific	284245	259	408	2.50239e-39	142.088	pfam06777	HBB	 - 	cl06029
Q#1059 - >Tb927.8.5980	multi-dom	273169	7	710	0	572.432	TIGR00604	rad3	 - 	 - 
Q#1060 - >Tb927.10.8060	specific	279228	346	414	1.87116e-12	62.5065	pfam00856	SET	N	cl02566
Q#1061 - >Tb927.6.2170	specific	279377	56	219	2.9278e-43	141.975	pfam01025	GrpE	 - 	cl03075
Q#1063 - >Tb927.11.19580	specific	287612	374	464	1.64294e-19	82.0725	pfam10659	Trypan_glycop_C	 - 	cl11264
Q#1063 - >Tb927.11.19580	superfamily	279282	11	355	1.06696e-09	58.5761	cl03014	Trypan_glycop superfamily	 - 	 - 
Q#1064 - >Tb927.11.8720	superfamily	302875	115	595	4.34806e-149	440.059	cl19482	Peptidase_M8 superfamily	 - 	 - 
Q#1068 - >Tb927.2.4000	multi-dom	173561	733	820	0.00608415	36.7085	PTZ00368	PTZ00368	C	 - 
Q#1071 - >Tb927.7.6510	superfamily	289949	18	201	6.91558e-14	71.422	cl20486	VSG_B superfamily	C	 - 
Q#1072 - >Tb927.10.11400	superfamily	295369	95	184	2.7859e-07	50.4112	cl02567	WD40 superfamily	N	 - 
Q#1072 - >Tb927.10.11400	multi-dom	225201	4	189	2.9173e-07	50.8575	COG2319	WD40	NC	 - 
Q#1073 - >Tb927.1.2370	specific	276956	2	426	0	856.48	cd02187	beta_tubulin	 - 	cl10017
Q#1073 - >Tb927.1.2370	multi-dom	240228	1	430	0	933.037	PTZ00010	PTZ00010	 - 	 - 
Q#1074 - >Tb927.3.4400	multi-dom	224117	44	279	2.90258e-07	50.8684	COG1196	Smc	NC	 - 
Q#1077 - >Tb927.1.190	superfamily	302859	52	674	0	908.437	cl19421	RHSP superfamily	 - 	 - 
Q#1078 - >Tb927.9.280	superfamily	279282	5	141	0.00124718	36.6197	cl03014	Trypan_glycop superfamily	C	 - 
Q#1081 - >Tb927.7.4320	superfamily	299847	37	246	2.53627e-07	48.9435	cl11964	CYTH-like_Pase superfamily	 - 	 - 
Q#1083 - >Tb927.1.5200	specific	140265	1	323	0	629.452	PTZ00238	PTZ00238	 - 	cl03953
Q#1084 - >Tb927.8.6180	specific	185508	1	143	5.71814e-73	213.457	PTZ00194	PTZ00194	 - 	cl00354
Q#1085 - >Tb927.9.7330	specific	289949	51	407	1.71829e-22	96.8451	pfam13206	VSG_B	 - 	cl20486
Q#1087 - >Tb927.2.1600	superfamily	303080	69	241	2.04468e-11	62.6781	cl19916	ISG65-75 superfamily	NC	 - 
Q#1089 - >Tb927.8.5750	superfamily	294998	75	153	0.00906817	37.7424	cl01733	DUF2345 superfamily	C	 - 
Q#1092 - >Tb927.7.4220	superfamily	295369	503	857	2.72744e-32	126.296	cl02567	WD40 superfamily	 - 	 - 
Q#1092 - >Tb927.7.4220	superfamily	295369	130	346	1.14348e-19	89.3164	cl02567	WD40 superfamily	 - 	 - 
Q#1092 - >Tb927.7.4220	specific	281932	953	1066	1.5127e-13	66.3725	pfam04003	Utp12	 - 	cl23538
Q#1092 - >Tb927.7.4220	multi-dom	225201	491	858	7.78382e-17	83.2143	COG2319	WD40	 - 	 - 
Q#1092 - >Tb927.7.4220	multi-dom	225201	169	346	2.56623e-13	72.4287	COG2319	WD40	NC	 - 
Q#1093 - >Tb927.1.3390	specific	283540	6	155	3.12619e-49	154.194	pfam05907	DUF866	 - 	cl20143
Q#1094 - >Tb927.3.930	specific	281078	3880	4627	0	756.256	pfam03028	Dynein_heavy	 - 	cl20241
Q#1094 - >Tb927.3.930	specific	285571	217	788	2.40322e-144	461.697	pfam08385	DHC_N1	 - 	cl20356
Q#1094 - >Tb927.3.930	specific	285579	1294	1704	1.33661e-135	430.098	pfam08393	DHC_N2	 - 	cl20357
Q#1094 - >Tb927.3.930	specific	289547	3524	3738	9.31556e-91	293.529	pfam12781	AAA_9	 - 	cl15086
Q#1094 - >Tb927.3.930	superfamily	304359	1847	2078	1.2195e-85	279.649	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1094 - >Tb927.3.930	superfamily	304359	2868	3130	4.35179e-76	253.712	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1094 - >Tb927.3.930	superfamily	304359	2479	2767	3.89938e-44	162.031	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1094 - >Tb927.3.930	superfamily	289543	3144	3493	4.13235e-42	158.655	cl15084	MT superfamily	 - 	 - 
Q#1094 - >Tb927.3.930	superfamily	304359	2162	2296	5.73751e-10	58.8343	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1095 - >Tb927.11.8620	specific	176459	136	484	3.31438e-105	318.696	cd03586	PolY_Pol_IV_kappa	 - 	cl12025
Q#1095 - >Tb927.11.8620	multi-dom	140232	1	571	0	1211.01	PTZ00205	PTZ00205	 - 	 - 
Q#1096 - >Tb927.7.1760	multi-dom	274008	64	315	0.00695933	37.3435	TIGR02168	SMC_prok_B	NC	 - 
Q#1099 - >Tb927.3.3080	specific	270855	13	269	4.48817e-122	356.387	cd08215	STKc_Nek	 - 	cl21453
Q#1099 - >Tb927.3.3080	multi-dom	214567	28	263	1.84064e-76	239.354	smart00220	S_TKc	 - 	 - 
Q#1102 - >Tb927.2.2370	specific	285862	9	69	2.10194e-07	48.8117	pfam08700	Vps51	 - 	cl22951
Q#1103 - >Tb927.4.100	superfamily	302859	2	454	0	576.78	cl19421	RHSP superfamily	N	 - 
Q#1104 - >Tb927.11.2550	superfamily	304359	106	500	7.61913e-55	182.783	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1104 - >Tb927.11.2550	superfamily	304359	66	238	8.01402e-05	43.3838	cl21455	P-loop_NTPase superfamily	C	 - 
Q#1105 - >Tb927.3.1390	superfamily	282625	15	429	1.83051e-25	107.304	cl04754	LMBR1 superfamily	 - 	 - 
Q#1107 - >Tb927.10.1980	superfamily	238064	319	419	1.83273e-05	45.8094	cl23707	LRR_RI superfamily	NC	 - 
Q#1107 - >Tb927.10.1980	multi-dom	290566	349	417	0.002339	35.5811	pfam13855	LRR_8	 - 	 - 
Q#1108 - >Tb927.10.4740	specific	282048	12	51	7.45663e-20	72.5957	pfam04135	Nop10p	 - 	cl00977
Q#1111 - >Tb927.9.6230	specific	153079	10	356	0	662.473	cd07932	arginine_kinase_like	 - 	cl02823
Q#1114 - >Tb927.10.6760	specific	282384	180	484	1.06006e-63	208.933	pfam04515	Choline_transpo	 - 	cl04558
Q#1120 - >Tb927.5.320	superfamily	299850	861	1073	4.65418e-45	159.717	cl11967	Nucleotidyl_cyc_III superfamily	 - 	 - 
Q#1120 - >Tb927.5.320	superfamily	299141	104	391	4.43907e-08	55.2804	cl10011	Periplasmic_Binding_Protein_Type_1 superfamily	N	 - 
Q#1120 - >Tb927.5.320	superfamily	299141	500	727	1.40016e-05	47.0307	cl10011	Periplasmic_Binding_Protein_Type_1 superfamily	 - 	 - 
Q#1122 - >Tb927.11.19000	superfamily	279282	27	386	8.58381e-07	49.7165	cl03014	Trypan_glycop superfamily	 - 	 - 
Q#1123 - >Tb927.5.4230	superfamily	304892	15	99	5.69077e-33	108.357	cl23735	H4 superfamily	 - 	 - 
Q#1123 - >Tb927.5.4230	multi-dom	185397	1	99	6.19321e-45	139.104	PTZ00015	PTZ00015	 - 	 - 
Q#1126 - >Tb927.3.4060	superfamily	294226	1	225	8.45185e-22	92.3501	cl00319	Gn_AT_II superfamily	 - 	 - 
Q#1126 - >Tb927.3.4060	superfamily	294206	687	845	1.64262e-11	64.3626	cl00292	AANH_like superfamily	N	 - 
Q#1126 - >Tb927.3.4060	superfamily	294206	375	518	1.35669e-10	61.6662	cl00292	AANH_like superfamily	C	 - 
Q#1128 - >Tb927.8.1020	specific	214859	452	652	1.24353e-23	96.376	smart00855	PGAM	 - 	cl11399
Q#1128 - >Tb927.8.1020	superfamily	302627	188	447	2.71081e-16	76.9913	cl17190	NK superfamily	 - 	 - 
Q#1130 - >Tb927.7.2920	superfamily	305064	5	121	4.22034e-49	151.719	cl23907	H2A superfamily	 - 	 - 
Q#1130 - >Tb927.7.2920	multi-dom	240330	1	134	1.82031e-72	211.359	PTZ00252	PTZ00252	 - 	 - 
Q#1132 - >Tb927.7.820	specific	287215	125	292	1.5567e-58	184.663	pfam10211	Ax_dynein_light	 - 	cl23860
Q#1133 - >Tb927.7.6810	multi-dom	290234	773	871	2.5584e-06	44.5758	pfam13499	EF-hand_7	 - 	 - 
Q#1133 - >Tb927.7.6810	multi-dom	290234	720	796	1.58798e-05	42.2646	pfam13499	EF-hand_7	 - 	 - 
Q#1134 - >Tb927.10.1850	superfamily	295369	129	361	5.66674e-31	118.977	cl02567	WD40 superfamily	 - 	 - 
Q#1134 - >Tb927.10.1850	multi-dom	225201	129	408	6.59068e-18	84.3699	COG2319	WD40	N	 - 
Q#1140 - >Tb927.10.7810	multi-dom	227925	27	537	2.26564e-31	128.747	COG5638	COG5638	C	 - 
Q#1141 - >Tb927.10.14790	superfamily	294199	29	381	1.59466e-97	294.488	cl00279	APP_MetAP superfamily	 - 	 - 
Q#1143 - >Tb927.8.5280	superfamily	292671	97	171	0.00301529	35.6798	cl24577	MRP-S34 superfamily	C	 - 
Q#1144 - >Tb927.7.6150	specific	288858	16	187	1.66707e-31	111.926	pfam12036	DUF3522	 - 	cl13471
Q#1145 - >Tb927.5.2330	superfamily	304357	3885	3987	2.38683e-05	47.7054	cl21453	PKc_like superfamily	NC	 - 
Q#1147 - >Tb927.1.3860	multi-dom	290150	40	91	0.00270452	36.1506	pfam13414	TPR_11	 - 	 - 
Q#1148 - >Tb927.5.1110	specific	281880	98	231	1.18487e-56	176.015	pfam03947	Ribosomal_L2_C	 - 	cl08408
Q#1148 - >Tb927.5.1110	superfamily	278605	18	86	2.77551e-09	51.4515	cl02816	Ribosomal_L2 superfamily	 - 	 - 
Q#1148 - >Tb927.5.1110	multi-dom	173464	1	260	3.37511e-173	476.533	PTZ00180	PTZ00180	 - 	 - 
Q#1149 - >Tb927.11.7740	specific	281624	26	114	1.42611e-33	110.998	pfam03645	Tctex-1	 - 	cl04194
Q#1152 - >Tb927.3.3360	specific	153253	230	446	1.36392e-70	221.711	cd07991	LPLAT_LPCAT1-like	 - 	cl17185
Q#1152 - >Tb927.3.3360	multi-dom	223282	183	372	2.37922e-11	62.6212	COG0204	PlsC	C	 - 
Q#1153 - >Tb927.2.1380	superfamily	187754	657	780	1.01473e-06	49.248	cl23706	AMN1 superfamily	N	 - 
Q#1153 - >Tb927.2.1380	superfamily	187754	555	702	0.000240771	41.9292	cl23706	AMN1 superfamily	 - 	 - 
Q#1154 - >Tb927.11.3060	specific	287050	2	178	4.10477e-47	150.812	pfam10032	Pho88	 - 	cl02110
Q#1157 - >Tb927.6.4940	superfamily	305074	130	194	4.18974e-05	41.2775	cl23917	RF-1 superfamily	C	 - 
Q#1158 - >Tb927.11.7960	specific	281779	345	408	1.73006e-12	61.0376	pfam03828	PAP_assoc	 - 	cl04280
Q#1158 - >Tb927.11.7960	superfamily	299849	61	147	4.51948e-06	44.4704	cl11966	NT_Pol-beta-like superfamily	C	 - 
Q#1159 - >Tb11.02.5440	multi-dom	235906	20	166	0.0035128	38.6772	PRK07003	PRK07003	NC	 - 
Q#1160 - >Tb927.11.8500	specific	176459	136	484	2.2443e-103	313.689	cd03586	PolY_Pol_IV_kappa	 - 	cl12025
Q#1160 - >Tb927.11.8500	superfamily	294345	499	564	0.00362699	36.5913	cl00509	hot_dog superfamily	N	 - 
Q#1160 - >Tb927.11.8500	multi-dom	140232	1	571	0	1221.41	PTZ00205	PTZ00205	 - 	 - 
Q#1162 - >Tb927.9.12240	specific	140220	1	188	3.24183e-108	306.189	PTZ00193	PTZ00193	 - 	cl00921
Q#1164 - >Tb927.2.2260	specific	270715	3902	4180	5.23622e-146	454.69	cd05171	PIKKc_ATM	 - 	cl21453
Q#1164 - >Tb927.2.2260	specific	280430	4247	4277	6.16355e-09	52.7687	pfam02260	FATC	 - 	cl03505
Q#1168 - >Tb927.10.9250	superfamily	279545	14	62	2.64756e-05	43.2966	cl03130	CAP_N superfamily	N	 - 
Q#1168 - >Tb927.10.9250	specific	197827	142	177	0.000661051	35.1861	smart00673	CARP	 - 	cl02725
Q#1168 - >Tb927.10.9250	multi-dom	285769	105	267	1.43403e-53	169.572	pfam08603	CAP_C	 - 	 - 
Q#1172 - >Tb927.7.920	specific	281078	3397	4100	0	834.066	pfam03028	Dynein_heavy	 - 	cl20241
Q#1172 - >Tb927.7.920	specific	285579	823	1232	1.42836e-134	427.016	pfam08393	DHC_N2	 - 	cl20357
Q#1172 - >Tb927.7.920	specific	289547	3037	3252	5.06866e-112	354.391	pfam12781	AAA_9	 - 	cl15086
Q#1172 - >Tb927.7.920	superfamily	304359	1364	1594	4.78663e-94	303.532	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1172 - >Tb927.7.920	superfamily	304359	2396	2663	7.70174e-68	229.83	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1172 - >Tb927.7.920	superfamily	289543	2675	3008	1.86699e-57	202.953	cl15084	MT superfamily	 - 	 - 
Q#1172 - >Tb927.7.920	superfamily	304359	2044	2322	1.80358e-31	125.437	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1172 - >Tb927.7.920	superfamily	304359	1678	1829	2.32001e-05	45.7376	cl21455	P-loop_NTPase superfamily	 - 	 - 
Q#1173 - >Tb927.4.5470	specific	289949	20	364	4.67748e-51	176.967	pfam13206	VSG_B	 - 	cl20486
Q#1173 - >Tb927.4.5470	superfamily	287612	410	461	0.001572	37.0042	cl11264	Trypan_glycop_C superfamily	C	 - 
Q#1174 - >Tb927.3.310	superfamily	279282	10	83	2.91025e-05	45.0941	cl03014	Trypan_glycop superfamily	C	 - 
Q#1175 - >Tb927.6.3930	multi-dom	290160	164	239	3.18425e-06	43.5573	pfam13424	TPR_12	 - 	 - 
Q#1178 - >Tb927.1.730	specific	289934	55	111	0.00561703	36.7456	pfam13191	AAA_16	C	cl21455
Q#1181 - >Tb927.11.13690.1	superfamily	295380	12	46	1.91026e-05	38.7557	cl02594	DD_R_PKA superfamily	 - 	 - 
Q#1182 - >Tb927.7.4990	superfamily	302621	635	684	1.33189e-05	42.5979	cl17169	RRM_SF superfamily	N	 - 
Q#1182 - >Tb927.7.4990	superfamily	304359	145	205	0.00273959	38.2346	cl21455	P-loop_NTPase superfamily	NC	 - 
Q#1182 - >Tb927.7.4990	multi-dom	214692	144	241	0.00531759	37.4715	smart00487	DEXDc	N	 - 
Q#1184 - >Tb927.1.1380	specific	290247	255	301	0.00452086	34.2749	pfam13513	HEAT_EZ	 - 	cl22454
Q#1184 - >Tb927.1.1380	multi-dom	290374	204	300	0.0087922	34.6089	pfam13646	HEAT_2	 - 	 - 
Q#1184 - >Tb927.1.1380	multi-dom	290374	514	572	0.0022788	36.1497	pfam13646	HEAT_2	N	 - 
Q#1188 - >Tb927.10.7030	specific	240668	7	76	6.31983e-07	44.6033	cd00590	RRM_SF	 - 	cl17169
Q#1189 - >Tb927.6.1810	specific	289465	81	276	7.22112e-18	78.5408	pfam12695	Abhydrolase_5	 - 	cl21494
Q#1189 - >Tb927.6.1810	multi-dom	278959	81	277	1.35748e-12	65.9798	pfam00561	Abhydrolase_1	 - 	 - 
Q#1191 - >Tb927.9.11910	specific	173823	146	301	3.49865e-09	56.0078	cd00314	plant_peroxidase_like	N	cl00196
Q#1192 - >Tb927.11.16480	specific	292731	21	345	2.76527e-141	401.415	pfam16113	ECH_2	 - 	cl23717
Q#1192 - >Tb927.11.16480	multi-dom	235533	22	348	9.52788e-125	361.06	PRK05617	PRK05617	 - 	 - 
Q#1193 - >Tb927.1.3560	specific	278809	49	78	6.89606e-09	50.5831	pfam00397	WW	 - 	cl00157
Q#1193 - >Tb927.1.3560	superfamily	295646	267	380	0.00105425	39.6207	cl03075	GrpE superfamily	C	 - 
Q#1195 - >Tb927.7.700	superfamily	295369	135	309	3.55871e-07	50.7964	cl02567	WD40 superfamily	C	 - 
Q#1195 - >Tb927.7.700	superfamily	285385	506	533	0.00142012	35.0075	cl06967	NUC153 superfamily	 - 	 - 
Q#1195 - >Tb927.7.700	multi-dom	225201	60	346	5.3511e-08	54.3243	COG2319	WD40	N	 - 
Q#1197 - >Tb927.5.3430	superfamily	304554	182	626	1.07226e-105	325.873	cl22428	E1_enzyme_family superfamily	 - 	 - 
Q#1197 - >Tb927.5.3430	superfamily	291402	635	718	1.05772e-10	57.1548	cl24276	UAE_UbL superfamily	 - 	 - 
Q#1197 - >Tb927.5.3430	multi-dom	279270	178	331	5.44748e-48	169.047	pfam00899	ThiF	C	 - 
Q#1198 - >Tb927.11.9390	superfamily	301309	4	209	3.07705e-41	140.099	cl14057	BPL_LplA_LipB superfamily	 - 	 - 
Q#1199 - >Tb927.10.15750	multi-dom	290579	599	986	0.000371141	43.3371	pfam13868	TPH	 - 	 - 
Q#1200 - >Tb927.11.8390	superfamily	303769	297	386	1.91449e-05	44.8756	cl20817	GBP_C superfamily	N	 - 
Q#1201 - >Tb927.11.14560	specific	281209	1088	1397	6.13287e-84	276.384	pfam03178	CPSF_A	 - 	cl20247
Q#1201 - >Tb927.11.14560	superfamily	287414	435	748	2.45922e-05	47.2592	cl20399	MMS1_N superfamily	N	 - 
Q#1202 - >Tb927.10.16380	specific	289949	18	364	5.46687e-36	134.98	pfam13206	VSG_B	 - 	cl20486
Q#1203 - >Tb927.6.4950	specific	199917	6	147	9.92461e-90	256.034	cd11295	Mago_nashi	 - 	cl03715
Q#1206 - >Tb927.5.4990	specific	289949	21	284	1.73127e-34	131.513	pfam13206	VSG_B	C	cl20486
Q#1208 - >Tb927.2.1080	superfamily	302859	11	655	0	632.249	cl19421	RHSP superfamily	 - 	 - 
Q#1211 - >Tb927.11.7630	superfamily	302875	25	531	5.67875e-141	420.461	cl19482	Peptidase_M8 superfamily	 - 	 - 
Q#1211 - >Tb927.11.7630	specific	282710	554	586	2.37739e-06	43.2348	pfam04886	PT	 - 	cl04822
Q#1213 - >Tb927.11.20310	superfamily	279282	48	410	2.98336e-08	54.3389	cl03014	Trypan_glycop superfamily	 - 	 - 
Q#1214 - >Tb927.6.1510	specific	238398	204	541	4.19737e-160	460.899	cd00775	LysRS_core	 - 	cl00268
Q#1214 - >Tb927.6.1510	specific	239817	89	201	5.9092e-23	92.5402	cd04322	LysRS_N	 - 	cl09930
Q#1214 - >Tb927.6.1510	multi-dom	185588	1	634	0	1343.15	PTZ00385	PTZ00385	 - 	 - 
Q#1215 - >Tb927.11.9660	specific	290631	97	134	3.54516e-06	41.9886	pfam13920	zf-C3HC4_3	 - 	cl17238
Q#1217 - >Tb927.11.460	specific	285789	780	916	1.69324e-50	173.056	pfam08625	Utp13	 - 	cl23585
Q#1217 - >Tb927.11.460	specific	238121	486	755	4.18379e-38	142.859	cd00200	WD40	 - 	cl02567
Q#1217 - >Tb927.11.460	superfamily	295369	170	356	2.22455e-08	55.0336	cl02567	WD40 superfamily	N	 - 
Q#1217 - >Tb927.11.460	multi-dom	225201	392	755	1.37191e-26	113.26	COG2319	WD40	 - 	 - 
Q#1217 - >Tb927.11.460	multi-dom	225201	22	362	5.10371e-09	58.1763	COG2319	WD40	N	 - 
Q#1221 - >Tb927.8.5030	specific	271345	23	183	2.3516e-80	234.712	cd14942	TRAPPC3_bet3	 - 	cl21538
Q#1222 - >Tb927.8.4800	superfamily	295369	23	181	2.9436e-08	53.4928	cl02567	WD40 superfamily	N	 - 
Q#1222 - >Tb927.8.4800	multi-dom	225201	37	199	1.00208e-05	46.2351	COG2319	WD40	NC	 - 
Q#1223 - >Tb927.11.13010	specific	290141	127	156	0.00490489	32.1659	pfam13405	EF-hand_6	 - 	cl23634
Q#1223 - >Tb927.11.13010	multi-dom	185504	44	192	1.1084e-11	58.6194	PTZ00184	PTZ00184	 - 	 - 
Q#1224 - >Tb927.7.1930	superfamily	302596	59	435	3.12986e-51	177.232	cl17037	NBD_sugar-kinase_HSP70_actin superfamily	 - 	 - 
Q#1227 - >Tb927.9.18010	superfamily	279282	13	320	4.09168e-15	74.7545	cl03014	Trypan_glycop superfamily	 - 	 - 
Q#1227 - >Tb927.9.18010	superfamily	287612	358	421	0.00192556	36.2338	cl11264	Trypan_glycop_C superfamily	C	 - 
Q#1230 - >Tb927.8.7200	superfamily	128594	512	642	3.29553e-06	46.4984	cl23054	CLH superfamily	 - 	 - 
Q#1230 - >Tb927.8.7200	superfamily	302633	975	1009	0.000223965	38.3404	cl17238	RING superfamily	 - 	 - 
Q#1230 - >Tb927.8.7200	multi-dom	279031	512	628	4.54892e-14	69.1799	pfam00637	Clathrin	 - 	 - 
